Price,Address,URL
$979+ Studio,"The Republic at San Jacinto | 5018 San Jacinto St, Dallas, TX",https://www.zillow.com/b/the-republic-at-san-jacinto-dallas-tx-9KRQfX/
$820+ 1 bd,"Vue on Forest | 9750 Forest Ln, Dallas, TX",https://www.zillow.com/b/vue-on-forest-dallas-tx-5Xt4Hc/
$645+ Studio,"Villas de Solamar | 8350 Park Ln, Dallas, TX",https://www.zillow.com/b/villas-de-solamar-dallas-tx-5Xhsch/
$940+ 1 bd,"Regal Court | 5800 Preston View Blvd, Dallas, TX",https://www.zillow.com/b/regal-court-dallas-tx-5Xt4kG/
$985/mo,"4105 S Cockrell Hill Rd #104, Dallas, TX 75236",https://www.zillow.com/homedetails/4105-S-Cockrell-Hill-Rd-104-Dallas-TX-75236/2070409645_zpid/
$809 Studio,"Sonoma | 2001 N Fitzhugh Ave, Dallas, TX",https://www.zillow.com/b/sonoma-dallas-tx-5XjvZK/
$986+ 1 bd,"The Positano | 2519 John West Rd, Dallas, TX",https://www.zillow.com/b/the-positano-dallas-tx-5Xxbmh/
$825+ 1 bd,"Bella Vida | 7651 C F Hawn Fwy, Dallas, TX",https://www.zillow.com/b/bella-vida-dallas-tx-5XqVsm/
$815+ 1 bd,"The Blake | 9669 Forest Ln, Dallas, TX",https://www.zillow.com/b/the-blake-dallas-tx-5XkX5J/
$835+ 1 bd,"Cadence | 3913 Gannon Ln, Dallas, TX",https://www.zillow.com/b/cadence-dallas-tx-5Xhsn2/
$700+ 1 bd,"Villas Del Zocalo 3 | 9680 Timberline Dr, Dallas, TX",https://www.zillow.com/b/villas-del-zocalo-3-dallas-tx-5YLtd5/
$895+ 1 bd,"Del Sol on Royal Lane | 2825 Royal Ln, Dallas, TX",https://www.zillow.com/b/del-sol-on-royal-lane-dallas-tx-5YLtzD/
$960+ 1 bd,"Cross Creek Apartments | 6033 E Northwest Hwy, Dallas, TX",https://www.zillow.com/b/cross-creek-apartments-dallas-tx-5Xhspf/
$850+ 1 bd,"Canyon Creek | 10951 Stone Canyon Rd, Dallas, TX",https://www.zillow.com/b/canyon-creek-dallas-tx-5Xhsbj/
$911+ Studio,"Pacifica | 7550 S Westmoreland Rd, Dallas, TX",https://www.zillow.com/b/pacifica-dallas-tx-5XrD5W/
$735+ 1 bd,"The Emerson | 9900 Adleta Blvd, Dallas, TX",https://www.zillow.com/b/the-emerson-dallas-tx-5XnNqP/
$920+ 1 bd,"Preston Park | 5757 Preston View Blvd, Dallas, TX",https://www.zillow.com/b/preston-park-dallas-tx-5Xjw8P/
$775/mo,"3333 Webb Chapel Ext #107, Dallas, TX 75220",https://www.zillow.com/homedetails/3333-Webb-Chapel-Ext-107-Dallas-TX-75220/2077909244_zpid/
$850+ 1 bd,"The Summit at Midtown | 10602 Stone Canyon Rd, Dallas, TX",https://www.zillow.com/b/the-summit-at-midtown-dallas-tx-9KT5xq/
$675+ 1 bd,"AVA N | 8401 Skillman St, Dallas, TX",https://www.zillow.com/b/ava-n-dallas-tx-5Xrrbq/
$897+ 1 bd,"The Azul | 10928 Audelia Rd, Dallas, TX",https://www.zillow.com/b/the-azul-dallas-tx-5XhsTg/
$945+/mo,"4271 Altoona Dr #A1U, Dallas, TX 75233",https://www.zillow.com/homedetails/4271-Altoona-Dr-A1U-Dallas-TX-75233/2082136026_zpid/
$965+ 1 bd,"Woodbridge | 10702 Stone Canyon Rd, Dallas, TX",https://www.zillow.com/b/woodbridge-dallas-tx-5XjvLK/
$905+ 1 bd,"Westmoor | 7575 S Westmoreland Rd, Dallas, TX",https://www.zillow.com/b/westmoor-dallas-tx-5Xm8gf/
$993+/mo,"4343 Rosemeade Pkwy #TR144SS1Y, Dallas, TX 75287",https://www.zillow.com/homedetails/4343-Rosemeade-Pkwy-TR144SS1Y-Dallas-TX-75287/2077678979_zpid/
$895+ 1 bd,"Oakwood | 2538 Bahama Dr, Dallas, TX",https://www.zillow.com/b/oakwood-dallas-tx-5Xm8qg/
$862+ 1 bd,"The Edison | 9959 Adleta Blvd, Dallas, TX",https://www.zillow.com/b/the-edison-dallas-tx-5XhsYT/
$915+/mo,"9302 Forest Ln #EXS4SX22N, Dallas, TX 75243",https://www.zillow.com/homedetails/9302-Forest-Ln-EXS4SX22N-Dallas-TX-75243/2078954015_zpid/
$855 Studio,"Skyline at Kessler | 2511 Wedglea Dr, Dallas, TX",https://www.zillow.com/b/skyline-at-kessler-dallas-tx-5XkXkT/
$790/mo,"3130 Webb Chapel Ext #1-212, Dallas, TX 75220",https://www.zillow.com/homedetails/3130-Webb-Chapel-Ext-1-212-Dallas-TX-75220/2076651198_zpid/
$819 1 bd,"Mountain View | 5324 Preakness Ln, Dallas, TX",https://www.zillow.com/b/mountain-view-dallas-tx-5XqZzf/
$962+ 1 bd,"Everwood Apartments | 6910 Skillman St, Dallas, TX",https://www.zillow.com/b/everwood-apartments-dallas-tx-5XhsrQ/
$900+ 2 bds,"1025 W. Wheatland Road | 1025 W Wheatland Rd, Dallas, TX",https://www.zillow.com/b/1025-w.-wheatland-road-dallas-tx-5ZbPTj/
$915+ 1 bd,"Creekview Apartment Homes | 14255 Preston Rd, Dallas, TX",https://www.zillow.com/b/creekview-apartment-homes-dallas-tx-5XhspL/
$948+ 1 bd,"Windsong Apartments | 17717 Vail St, Dallas, TX",https://www.zillow.com/b/windsong-apartments-dallas-tx-5XmXTy/
$775+ 1 bd,"Harvard Square | 6050 Ridgecrest Rd, Dallas, TX",https://www.zillow.com/b/harvard-square-dallas-tx-5XtP2q/
$939+ 1 bd,"Stone Ridge | 4750 Haverwood Ln, Dallas, TX",https://www.zillow.com/b/stone-ridge-dallas-tx-5XrqGd/
$865+ 1 bd,"Meadowcrest | 5200 Meadowcreek Dr, Dallas, TX",https://www.zillow.com/b/meadowcrest-dallas-tx-5Xt4zF/
$940+ 1 bd,"Sutton Place | 18600 Dallas Pkwy, Dallas, TX",https://www.zillow.com/b/sutton-place-dallas-tx-5Xt3tf/
$950/mo,"5200 Gaston Ave #224, Dallas, TX 75214",https://www.zillow.com/homedetails/5200-Gaston-Ave-224-Dallas-TX-75214/2077998194_zpid/
$990+ 1 bd,"Amherst Oaks | 3740 High Vista Dr, Dallas, TX",https://www.zillow.com/b/amherst-oaks-dallas-tx-5XhsZv/
$951+ 1 bd,"Hunter's Hill | 18081 Midway Rd, Dallas, TX",https://www.zillow.com/b/hunter%27s-hill-dallas-tx-5Xt49S/
$715+ 1 bd,"OTTO | 9750 Royal Ln, Dallas, TX",https://www.zillow.com/b/otto-dallas-tx-5XjvNf/
$914 Studio,"Verge | 5454 Peterson Ln, Dallas, TX",https://www.zillow.com/b/verge-dallas-tx-5XhsTZ/
$785+ Studio,"Eagle Creek | 18959 Lina St, Dallas, TX",https://www.zillow.com/b/eagle-creek-dallas-tx-5Xhsqq/
$885+ 1 bd,"Forest Hills | 9659 Forest Ln, Dallas, TX",https://www.zillow.com/b/forest-hills-dallas-tx-5XkRPT/
$805+ Studio,"The View at Lake Highlands | 9855 Shadow Way, Dallas, TX",https://www.zillow.com/b/the-view-at-lake-highlands-dallas-tx-5XmSFN/
$951/mo,"18331 Roehampton Dr #A415, Dallas, TX 75252",https://www.zillow.com/homedetails/18331-Roehampton-Dr-A415-Dallas-TX-75252/2080008736_zpid/
$720+ 1 bd,"Haven | 5827 Blackwell St, Dallas, TX",https://www.zillow.com/b/haven-dallas-tx-5Y5zVM/
$740+ 1 bd,"Cambridge Court | 5959 E Northwest Hwy, Dallas, TX",https://www.zillow.com/b/cambridge-court-dallas-tx-5XhsgG/
$725+ 1 bd,"FIREFLY | 9505 Royal Ln, Dallas, TX",https://www.zillow.com/b/firefly-dallas-tx-5XrRxm/
$876+ 1 bd,"Davenport Apartments | 14500 Dallas Pkwy, Dallas, TX",https://www.zillow.com/b/davenport-apartments-dallas-tx-5XhskL/
$735+ Studio,"Villa Encanto | 2850 Clydedale Dr, Dallas, TX",https://www.zillow.com/b/villa-encanto-dallas-tx-5jCgz2/
$970/mo,"15411 Preston Rd #2084, Dallas, TX 75248",https://www.zillow.com/homedetails/15411-Preston-Rd-2084-Dallas-TX-75248/2069845667_zpid/
$875+ Studio,"The Sophia Apartments | 3136 Hudnall St, Dallas, TX",https://www.zillow.com/b/the-sophia-apartments-dallas-tx-5YLtcB/
$875/mo,"9842 Audelia Rd APT 224, Dallas, TX 75238",https://www.zillow.com/homedetails/9842-Audelia-Rd-APT-224-Dallas-TX-75238/2083376541_zpid/
$735+ 1 bd,"Princeton Court | 6121 Melody Ln, Dallas, TX",https://www.zillow.com/b/princeton-court-dallas-tx-5Xnzjr/
$875 1 bd,"Fifteen Forty Apartments | 1540 Chenault St, Dallas, TX",https://www.zillow.com/b/fifteen-forty-apartments-dallas-tx-5YLthn/
$915/mo,"18950 Lina St #833, Dallas, TX 75287",https://www.zillow.com/homedetails/18950-Lina-St-833-Dallas-TX-75287/2069935633_zpid/
$750+ Studio,"Vista Azul | 2911 Clydedale Dr, Dallas, TX",https://www.zillow.com/b/vista-azul-dallas-tx-5YBv2r/
$776+ 1 bd,"Hampton Greens | 10911 Woodmeadow Pkwy, Dallas, TX",https://www.zillow.com/b/hampton-greens-dallas-tx-5XkX9n/
$852+ 1 bd,"Ivy Urban Living | 4211 Cabell Dr, Dallas, TX",https://www.zillow.com/b/ivy-urban-living-dallas-tx-5Xm5nT/
$550/mo,"9827 Walnut St, Dallas, TX 75243",https://www.zillow.com/homedetails/9827-Walnut-St-Dallas-TX-75243/2072062275_zpid/
$980+ 1 bd,"The Georgian | 18880 Marsh Ln, Dallas, TX",https://www.zillow.com/b/the-georgian-dallas-tx-5XrxWF/
$765 Studio,"Muse | 3035 W Pentagon Pkwy, Dallas, TX",https://www.zillow.com/b/muse-dallas-tx-5Xm8mJ/
$799/mo,"4425 Gilbert Ave APT 309, Dallas, TX 75219",https://www.zillow.com/homedetails/4425-Gilbert-Ave-APT-309-Dallas-TX-75219/2069722927_zpid/
$750+ 1 bd,"The Elise | 1720 John West Rd, Dallas, TX",https://www.zillow.com/b/the-elise-dallas-tx-5Xhsdj/
$880/mo,"5759 Pineland Dr #1-1096, Dallas, TX 75231",https://www.zillow.com/homedetails/5759-Pineland-Dr-1-1096-Dallas-TX-75231/2069750913_zpid/
$815+ 1 bd,"The Glen At Highpoint | 9050 Markville Dr, Dallas, TX",https://www.zillow.com/b/the-glen-at-highpoint-dallas-tx-5XhsrS/
$885+ 1 bd,"Moser Gardens | 2315 Moser Ave, Dallas, TX",https://www.zillow.com/b/moser-gardens-dallas-tx-5XmFsq/
$737+ 1 bd,"The Everly | 9350 Skillman St, Dallas, TX",https://www.zillow.com/b/the-everly-dallas-tx-5XnbjZ/
$830+ Studio,"The Hive Apartments | 6003 Abrams Rd, Dallas, TX",https://www.zillow.com/b/the-hive-apartments-dallas-tx-5YLtjC/
$750+ 1 bd,"Victorian | 3435 Webb Chapel Ext, Dallas, TX",https://www.zillow.com/b/victorian-dallas-tx-5XqQ9m/
$780+ Studio,"The Centennial | 4710 Lake Ave, Dallas, TX",https://www.zillow.com/b/the-centennial-dallas-tx-5XhsZ9/
$850+ 1 bd,"Garrett Gardens | 2015 N Garrett Ave, Dallas, TX",https://www.zillow.com/b/garrett-gardens-dallas-tx-5XmFsS/
$695+ 1 bd,"The Interlace | 3801 Gannon Ln, Dallas, TX",https://www.zillow.com/b/the-interlace-dallas-tx-BXW7PQ/
$640+ Studio,"Volara Apartments | 3550 E Overton Rd, Dallas, TX",https://www.zillow.com/b/volara-apartments-dallas-tx-5Xm8pW/
$930+ 1 bd,"Chatham Court & Reflections | 7825 McCallum Blvd, Dallas, TX",https://www.zillow.com/b/chatham-court-%26-reflections-dallas-tx-5Xp92r/
$965+ 1 bd,"Founders Square | 929 N Marsalis Ave, Dallas, TX",https://www.zillow.com/b/founders-square-dallas-tx-5Xr8DF/
$920+ 1 bd,"Overlook Ranch | 3550 Timberglen Rd, Dallas, TX",https://www.zillow.com/b/overlook-ranch-dallas-tx-5Xs2TP/
$791+ 1 bd,"Clover on Park Lane | 8780 Park Ln, Dallas, TX",https://www.zillow.com/b/clover-on-park-lane-dallas-tx-5XjtmV/
$650+ Studio,"Sedona Ridge | 11100 Walnut Hill Ln, Dallas, TX",https://www.zillow.com/b/sedona-ridge-dallas-tx-5XmYzp/
$927+ 1 bd,"The Entro | 5535 Harvest Hill Rd, Dallas, TX",https://www.zillow.com/b/the-entro-dallas-tx-5Xr7df/
$875+ Studio,"Vail Quarters | 3900 Briargrove Ln, Dallas, TX",https://www.zillow.com/b/vail-quarters-dallas-tx-5Xt3qk/
$755+ 1 bd,"The Biltmore | 6251 Melody Ln, Dallas, TX",https://www.zillow.com/b/the-biltmore-dallas-tx-5XhsYs/
$799/mo,"7795 McCallum Blvd APT 219, Dallas, TX 75252",https://www.zillow.com/homedetails/7795-McCallum-Blvd-APT-219-Dallas-TX-75252/2109692033_zpid/
$799+ 1 bd,"McCallum Corners | 7795 McCallum Blvd, Dallas, TX",https://www.zillow.com/b/mccallum-corners-dallas-tx-5YLtf4/
$770+ Studio,"Linear | 13450 Esperanza Rd, Dallas, TX",https://www.zillow.com/b/linear-dallas-tx-BK95KN/
$845 1 bd,"The Brookmoore | 3523 Fawn Valley Dr, Dallas, TX",https://www.zillow.com/b/the-brookmoore-dallas-tx-BcCmv6/
$974/mo,"1121 Beachview St #A1, Dallas, TX 75218",https://www.zillow.com/homedetails/1121-Beachview-St-A1-Dallas-TX-75218/2070649249_zpid/
$875+ 1 bd,"Foxglove | 9450 Royal Ln, Dallas, TX",https://www.zillow.com/b/foxglove-dallas-tx-5XhsnS/
$800/mo,"1810 N Garrett Ave APT 221, Dallas, TX 75206",https://www.zillow.com/homedetails/1810-N-Garrett-Ave-APT-221-Dallas-TX-75206/2100006820_zpid/
$971/mo,"2605 John West Rd #15105, Dallas, TX 75228",https://www.zillow.com/homedetails/2605-John-West-Rd-15105-Dallas-TX-75228/2069635439_zpid/
$949/mo,"7979 Skillman St APT 307, Dallas, TX 75231",https://www.zillow.com/homedetails/7979-Skillman-St-APT-307-Dallas-TX-75231/26927337_zpid/
$945/mo,"4014-4018 N Hall St #HSV14-05, Dallas, TX 75219",https://www.zillow.com/homedetails/4014-4018-N-Hall-St-HSV14-05-Dallas-TX-75219/2072203473_zpid/
$950/mo,"5515 Gaston Ave APT 115, Dallas, TX 75214",https://www.zillow.com/homedetails/5515-Gaston-Ave-APT-115-Dallas-TX-75214/2095207258_zpid/
$950/mo,"4515 E Side Ave APT 19, Dallas, TX 75226",https://www.zillow.com/homedetails/4515-E-Side-Ave-APT-19-Dallas-TX-75226/2088619871_zpid/
$799+ Studio,"The Brix Apartments | 5146 Vandelia St, Dallas, TX","https://www.zillow.com/b/The-Brix-Apartments-Dallas-TX/32.822474,-96.82385_ll/"
$895/mo,"5114 Columbia Ave UNIT 204, Dallas, TX 75214",https://www.zillow.com/homedetails/5114-Columbia-Ave-UNIT-204-Dallas-TX-75214/2069675561_zpid/
$950/mo,"5811 Reiger Ave APT 5, Dallas, TX 75214",https://www.zillow.com/homedetails/5811-Reiger-Ave-APT-5-Dallas-TX-75214/2069675618_zpid/
$995+ Studio,"Douglas Court | 4101 Douglas Ave, Dallas, TX",https://www.zillow.com/b/douglas-court-dallas-tx-5Xm5WV/
$945/mo,"8109 Skillman St APT 1004, Dallas, TX 75231",https://www.zillow.com/homedetails/8109-Skillman-St-APT-1004-Dallas-TX-75231/2069708221_zpid/
$950+/mo,"1417 Bennett Ave #A1, Dallas, TX 75206",https://www.zillow.com/homedetails/1417-Bennett-Ave-A1-Dallas-TX-75206/2077292630_zpid/
$885/mo,"6050 Melody Ln #219, Dallas, TX 75231",https://www.zillow.com/homedetails/6050-Melody-Ln-219-Dallas-TX-75231/2069724556_zpid/
$925/mo,"723 N Marsalis Ave #102, Dallas, TX 75203",https://www.zillow.com/homedetails/723-N-Marsalis-Ave-102-Dallas-TX-75203/2069732323_zpid/
$950/mo,"740 Edgemont Ave #102, Dallas, TX 75216",https://www.zillow.com/homedetails/740-Edgemont-Ave-102-Dallas-TX-75216/2069732307_zpid/
$950/mo,"4246 Cole Ave #1, Dallas, TX 75205",https://www.zillow.com/homedetails/4246-Cole-Ave-1-Dallas-TX-75205/2078925414_zpid/
$899+/mo,"4207 Bowser Ave #S1, Dallas, TX 75219",https://www.zillow.com/homedetails/4207-Bowser-Ave-S1-Dallas-TX-75219/2069772998_zpid/
$843/mo,"3636 W Red Bird Ln, Dallas, TX 75237",https://www.zillow.com/homedetails/3636-W-Red-Bird-Ln-Dallas-TX-75237/2069777438_zpid/
$825+ 1 bd,"18333 Roehampton Dr, Dallas, TX",https://www.zillow.com/b/18333-roehampton-dr-dallas-tx-5Xkv99/
"$1,000/mo","4512 Amesbury Dr APT G, Dallas, TX 75206",https://www.zillow.com/homedetails/4512-Amesbury-Dr-APT-G-Dallas-TX-75206/2087964297_zpid/
$900/mo,"9520 Royal Ln APT 322, Dallas, TX 75243",https://www.zillow.com/homedetails/9520-Royal-Ln-APT-322-Dallas-TX-75243/2125582968_zpid/
$780/mo,"(undisclosed Address), Dallas, TX 75204",https://www.zillow.com/homedetails/Dallas-TX-75204/2087204441_zpid/
$895+ Studio,"Lakewood Plaza | 2405 Abrams Rd, Dallas, TX",https://www.zillow.com/b/lakewood-plaza-dallas-tx-5YLtn7/
$750/mo,"9803 Walnut St APT B102, Dallas, TX 75243",https://www.zillow.com/homedetails/9803-Walnut-St-APT-B102-Dallas-TX-75243/2069854173_zpid/
$950+/mo,"4915 Reiger Ave #A1, Dallas, TX 75214",https://www.zillow.com/homedetails/4915-Reiger-Ave-A1-Dallas-TX-75214/2075606176_zpid/
$876+/mo,"220 Stoneport Dr #2544375, Dallas, TX 75217",https://www.zillow.com/homedetails/220-Stoneport-Dr-2544375-Dallas-TX-75217/2069944195_zpid/
$950/mo,"4603 Junius St APT 3, Dallas, TX 75246",https://www.zillow.com/homedetails/4603-Junius-St-APT-3-Dallas-TX-75246/2109059184_zpid/
$849 1 bd,"5480 Preakness Ln, Dallas, TX",https://www.zillow.com/b/artisan-ridge-dallas-tx-5XhsST/
$850+/mo,"4511 Junius St #S1, Dallas, TX 75246",https://www.zillow.com/homedetails/4511-Junius-St-S1-Dallas-TX-75246/2076671319_zpid/
$934/mo,"1716 Chattanooga Pl #9727313, Dallas, TX 75235",https://www.zillow.com/homedetails/1716-Chattanooga-Pl-9727313-Dallas-TX-75235/2070073851_zpid/
$725+ Studio,"1510 W Jefferson Blvd, Dallas, TX",https://www.zillow.com/b/1510-w-jefferson-blvd-dallas-tx-5YW7gq/
$550/mo,"1615 John West Rd, Dallas, TX 75228",https://www.zillow.com/homedetails/1615-John-West-Rd-Dallas-TX-75228/2070161930_zpid/
$825/mo,"9805 Walnut St #112, Dallas, TX 75243",https://www.zillow.com/homedetails/9805-Walnut-St-112-Dallas-TX-75243/2070257950_zpid/
$875/mo,"5425 Gaston Ave APT 104, Dallas, TX 75214",https://www.zillow.com/homedetails/5425-Gaston-Ave-APT-104-Dallas-TX-75214/2071222045_zpid/
$759+ 1 bd,"Rosemont at Mission Trails | 330 E Camp Wisdom Rd, Dallas, TX",https://www.zillow.com/b/rosemont-at-mission-trails-dallas-tx-5Xm4mB/
$875 1 bd,"11760 Ferguson Rd, Dallas, TX",https://www.zillow.com/b/meadows-at-ferguson-dallas-tx-5XhsW8/
$922/mo,"7963 Villa Cliff Dr, Dallas, TX 75228",https://www.zillow.com/homedetails/7963-Villa-Cliff-Dr-Dallas-TX-75228/2070338830_zpid/
$899/mo,"4216 Rawlins St, Dallas, TX 75219",https://www.zillow.com/homedetails/4216-Rawlins-St-Dallas-TX-75219/2072254994_zpid/
"$1,000/mo","404 E 9th St #8-102, Dallas, TX 75203",https://www.zillow.com/homedetails/404-E-9th-St-8-102-Dallas-TX-75203/2075604212_zpid/
$860/mo,"17708 Dickerson St, Dallas, TX 75252",https://www.zillow.com/homedetails/17708-Dickerson-St-Dallas-TX-75252/83746007_zpid/
$795/mo,"507 N Lancaster Ave, Dallas, TX 75203",https://www.zillow.com/homedetails/507-N-Lancaster-Ave-Dallas-TX-75203/162193906_zpid/
$900+/mo,"3823 Roseland Ave #Q94AZFQ45, Dallas, TX 75204",https://www.zillow.com/homedetails/3823-Roseland-Ave-Q94AZFQ45-Dallas-TX-75204/2079961345_zpid/
$850+/mo,"4712 Gaston Ave #STUDIO, Dallas, TX 75246",https://www.zillow.com/homedetails/4712-Gaston-Ave-STUDIO-Dallas-TX-75246/2078280149_zpid/
$865+ 1 bd,"Infinity on the Mark | 9010 Markville Dr, Dallas, TX",https://www.zillow.com/b/infinity-on-the-mark-dallas-tx-5Xs37t/
$795+ 1 bd,"Zeke Apartments | 1411 Easton Rd, Dallas, TX",https://www.zillow.com/b/zeke-apartments-dallas-tx-BtVvqt/
$715+ 1 bd,"City Limits | 18809 Lina St, Dallas, TX",https://www.zillow.com/b/city-limits-dallas-tx-5XhsfR/
$995+/mo,"5630 Spring Valley Rd #56JFK15QA, Dallas, TX 75254",https://www.zillow.com/homedetails/5630-Spring-Valley-Rd-56JFK15QA-Dallas-TX-75254/2092205282_zpid/
$750+ 1 bd,"Mountain Creek Apartments | 5821 Bonnie View Rd, Dallas, TX",https://www.zillow.com/b/mountain-creek-apartments-dallas-tx-5Y2Z4H/
$686+ 1 bd,"Villas at Tenison Park | 2222 Graycliff Dr, Dallas, TX",https://www.zillow.com/b/villas-at-tenison-park-dallas-tx-5YLGKB/
$930+ 2 bds,"Sterlingshire | 9415 Bruton Rd, Dallas, TX",https://www.zillow.com/b/sterlingshire-dallas-tx-65Ynt4/
$620+ 1 bd,"The Edge | 3939 Rosemeade Pkwy, Dallas, TX",https://www.zillow.com/b/the-edge-dallas-tx-5Xrkvc/
$699+ 1 bd,"Highland Hills Apartments | 5850 Highland Hills Dr, Dallas, TX",https://www.zillow.com/b/highland-hills-apartments-dallas-tx-5YCStX/
$897+ 1 bd,"1809 Bennett | 1809 Bennett Ave, Dallas, TX",https://www.zillow.com/b/1809-bennett-dallas-tx-9KRPmv/
$745+ Studio,"The Loren Apartments | 5414 Cedar Springs Rd, Dallas, TX",https://www.zillow.com/b/the-loren-apartments-dallas-tx-5YLtcm/
$885+ 1 bd,"Westmount Place Apartments | 1441 Westmount Ave, Dallas, TX",https://www.zillow.com/b/westmount-place-apartments-dallas-tx-5XkDd5/
$500 Studio,"Upper E Apartments | 6127 Gaston Ave, Dallas, TX",https://www.zillow.com/b/upper-e-apartments-dallas-tx-5XjyTz/
$698+ 1 bd,"The Thread | 13606 Esperanza Rd, Dallas, TX",https://www.zillow.com/b/the-thread-dallas-tx-BK95KM/
$795+ 1 bd,"Three Fountains | 6011 Melody Ln, Dallas, TX",https://www.zillow.com/b/three-fountains-dallas-tx-5YLGJd/
$892+ 1 bd,"The Trousdale | 3328 Cedarplaza Ln, Dallas, TX",https://www.zillow.com/b/the-trousdale-dallas-tx-5Xxvjy/
$740+ 1 bd,"Link Apartments | 9450 Forest Springs Dr, Dallas, TX",https://www.zillow.com/b/link-apartments-dallas-tx-5XqGQ7/
"$1,000+/mo","4950 Live Oak St #8363B4ZQP, Dallas, TX 75206",https://www.zillow.com/homedetails/4950-Live-Oak-St-8363B4ZQP-Dallas-TX-75206/2082703622_zpid/
$755+ 1 bd,"Landmark on the Valley | 8544 Lazy Acres Cir, Dallas, TX",https://www.zillow.com/b/landmark-on-the-valley-dallas-tx-5XqTFM/
$805+ Studio,"The Village Dallas | 5605 Village Glen Dr, Dallas, TX",https://www.zillow.com/b/the-village-dallas-dallas-tx-Btd6NZ/
$900/mo,"5550 Spring Valley Rd APT D14, Dallas, TX 75254",https://www.zillow.com/homedetails/5550-Spring-Valley-Rd-APT-D14-Dallas-TX-75254/2084630703_zpid/
$850/mo,"2618 Jeffries St APT 203, Dallas, TX 75215",https://www.zillow.com/homedetails/2618-Jeffries-St-APT-203-Dallas-TX-75215/2089853449_zpid/
$925/mo,"9920 Forest Ln APT 215, Dallas, TX 75243",https://www.zillow.com/homedetails/9920-Forest-Ln-APT-215-Dallas-TX-75243/2071350006_zpid/
$925/mo,"4818 Junius St #6, Dallas, TX 75246",https://www.zillow.com/homedetails/4818-Junius-St-6-Dallas-TX-75246/2071589675_zpid/
"$1,000/mo","4927 Bryan St #A, Dallas, TX 75206",https://www.zillow.com/homedetails/4927-Bryan-St-A-Dallas-TX-75206/2071589760_zpid/
$733/mo,"1414 Belleview St, Dallas, TX 75215",https://www.zillow.com/homedetails/1414-Belleview-St-Dallas-TX-75215/2105750068_zpid/
$733/mo,"1414 Belleview St, Dallas, TX 75215",https://www.zillow.com/homedetails/1414-Belleview-St-Dallas-TX-75215/2105750068_zpid/
$975/mo,"1500 N Garrett Ave, Dallas, TX 75206",https://www.zillow.com/homedetails/1500-N-Garrett-Ave-Dallas-TX-75206/2072025778_zpid/
$610/mo,"1842 El Capitan Dr, Dallas, TX 75228",https://www.zillow.com/homedetails/1842-El-Capitan-Dr-Dallas-TX-75228/2123085165_zpid/
$800/mo,"501 N Lancaster Ave, Dallas, TX 75203",https://www.zillow.com/homedetails/501-N-Lancaster-Ave-Dallas-TX-75203/162193905_zpid/
$785/mo,"208 S Lancaster Ave, Dallas, TX 75203",https://www.zillow.com/homedetails/208-S-Lancaster-Ave-Dallas-TX-75203/2097892332_zpid/
$930/mo,"6760 Eastridge Dr #D, Dallas, TX 75231",https://www.zillow.com/homedetails/6760-Eastridge-Dr-D-Dallas-TX-75231/2099527114_zpid/
$950/mo,"8003 Rothington Rd #31 & 35, Dallas, TX 75227",https://www.zillow.com/homedetails/8003-Rothington-Rd-31-35-Dallas-TX-75227/2074098796_zpid/
$845+/mo,"4711 Reiger Ave #A1, Dallas, TX 75246",https://www.zillow.com/homedetails/4711-Reiger-Ave-A1-Dallas-TX-75246/2074262484_zpid/
$900+/mo,"4734 Worth St #S1, Dallas, TX 75246",https://www.zillow.com/homedetails/4734-Worth-St-S1-Dallas-TX-75246/2076713457_zpid/
$880/mo,"4122 Swiss Ave, Dallas, TX 75204",https://www.zillow.com/homedetails/4122-Swiss-Ave-Dallas-TX-75204/2076853795_zpid/
$975/mo,"4300 Junius St, Dallas, TX 75246",https://www.zillow.com/homedetails/4300-Junius-St-Dallas-TX-75246/2080211247_zpid/
$825/mo,"202 S Marsalis Ave, Dallas, TX 75203",https://www.zillow.com/homedetails/202-S-Marsalis-Ave-Dallas-TX-75203/2078130097_zpid/
$925/mo,"4322 Cole Ave, Dallas, TX 75205",https://www.zillow.com/homedetails/4322-Cole-Ave-Dallas-TX-75205/2098985350_zpid/
$--,"4217 Swiss Ave #233, Dallas, TX 75204",https://www.zillow.com/homedetails/4217-Swiss-Ave-233-Dallas-TX-75204/2071180586_zpid/
$--,"4217 Swiss Ave #213, Dallas, TX 75204",https://www.zillow.com/homedetails/4217-Swiss-Ave-213-Dallas-TX-75204/2071180587_zpid/
"$253,700","10316 Bernardin Cir, Dallas, TX 75243",https://www.zillow.com/homedetails/10316-Bernardin-Cir-Dallas-TX-75243/26883182_zpid/
